date time,total,used,free,shared,buff/cache,available , GPU memory, CPU freq, GPU freq, GPU util, CPU temp, GPU temp
2020-06-25 22:33:29 ,3964,3128,484,20,351,655, 1310, 1479, 921, 996, 51.0, 51.0 
2020-06-25 22:33:30 ,3964,3129,483,20,351,654, 1310, 1479, 921, 996, 51.5, 51.0 
2020-06-25 22:33:31 ,3964,3128,484,20,351,654, 1310, 1479, 921, 997, 51.5, 51.0 
2020-06-25 22:33:32 ,3964,3128,484,20,350,655, 1310, 1479, 921, 997, 51.5, 51.0 
2020-06-25 22:33:33 ,3964,3128,485,20,350,656, 1310, 1479, 921, 997, 51.0, 51.0 
2020-06-25 22:33:34 ,3964,3128,484,20,351,655, 1310, 1479, 921, 883, 51.5, 51.5 
2020-06-25 22:33:35 ,3964,3129,482,20,351,653, 1310, 1479, 921, 997, 51.5, 51.0 
2020-06-25 22:33:36 ,3964,3128,484,20,351,654, 1310, 1479, 921, 995, 50.5, 51.5 
2020-06-25 22:33:37 ,3964,3129,483,20,351,654, 1310, 1479, 921, 997, 51.5, 51.0 
2020-06-25 22:33:39 ,3964,3128,484,20,351,655, 1310, 1479, 921, 997, 51.0, 51.5 
2020-06-25 22:33:40 ,3964,3130,483,20,350,654, 1310, 1479, 921, 997, 52.0, 51.5 
2020-06-25 22:33:41 ,3964,3128,484,20,351,655, 1310, 1479, 921, 996, 51.5, 51.5 
2020-06-25 22:33:42 ,3964,3128,484,20,351,655, 1310, 1479, 921, 983, 51.5, 51.0 
2020-06-25 22:33:43 ,3964,3128,484,20,351,655, 1310, 1479, 921, 918, 51.5, 51.5 
2020-06-25 22:33:44 ,3964,3129,482,20,351,653, 1310, 1479, 921, 997, 51.5, 51.5 
2020-06-25 22:33:45 ,3964,3128,484,20,351,655, 1310, 1479, 921, 997, 51.5, 52.0 
2020-06-25 22:33:46 ,3964,3128,484,20,351,655, 1310, 1479, 921, 997, 51.0, 51.0 
2020-06-25 22:33:47 ,3964,3129,483,20,351,654, 1310, 1479, 921, 996, 52.0, 51.5 
2020-06-25 22:33:48 ,3964,3129,483,20,351,654, 1310, 1479, 921, 997, 52.0, 52.0 
2020-06-25 22:33:49 ,3964,3129,483,20,350,654, 1310, 1479, 921, 996, 52.0, 52.0 
2020-06-25 22:33:50 ,3964,3129,484,20,351,655, 1310, 1479, 921, 997, 52.0, 51.5 
2020-06-25 22:33:51 ,3964,3129,483,20,351,654, 1310, 1479, 921, 996, 52.0, 52.0 
2020-06-25 22:33:53 ,3964,3128,484,20,351,655, 1310, 1479, 921, 997, 52.0, 52.0 
2020-06-25 22:33:54 ,3964,3129,483,20,351,654, 1310, 1479, 921, 997, 52.0, 52.0 
2020-06-25 22:33:55 ,3964,3128,483,20,351,654, 1310, 1479, 921, 996, 51.5, 51.5 
2020-06-25 22:33:56 ,3964,3128,484,20,351,655, 1310, 1479, 921, 997, 52.0, 51.5 
2020-06-25 22:33:57 ,3964,3129,483,20,351,654, 1310, 1479, 921, 996, 52.5, 52.0 
2020-06-25 22:33:58 ,3964,3129,483,20,351,654, 1310, 1479, 921, 997, 51.5, 52.0 
2020-06-25 22:33:59 ,3964,3129,483,20,351,654, 1310, 1479, 921, 892, 52.0, 52.0 
2020-06-25 22:34:00 ,3964,3128,484,20,351,655, 1310, 1479, 921, 997, 52.0, 51.5 
2020-06-25 22:34:01 ,3964,3129,483,20,351,654, 1310, 1479, 921, 997, 52.0, 52.0 
2020-06-25 22:34:02 ,3964,3129,483,20,351,654, 1310, 1479, 921, 997, 52.0, 52.0 
2020-06-25 22:34:03 ,3964,3129,483,20,351,654, 1310, 1479, 921, 997, 52.0, 51.5 
2020-06-25 22:34:04 ,3964,3128,484,20,351,655, 1310, 1479, 921, 997, 52.0, 52.0 
2020-06-25 22:34:05 ,3964,3129,483,20,351,654, 1310, 1479, 921, 997, 52.0, 52.0 
2020-06-25 22:34:06 ,3964,3129,484,19,350,655, 1310, 1479, 921, 996, 52.5, 52.5 
2020-06-25 22:34:08 ,3964,3124,488,20,351,659, 1310, 1479, 921, 666, 53.0, 52.5 
2020-06-25 22:34:09 ,3964,3125,488,19,350,659, 1310, 1479, 921, 997, 53.0, 52.5 
2020-06-25 22:34:10 ,3964,3124,489,19,350,660, 1310, 1479, 921, 996, 53.0, 52.0 
2020-06-25 22:34:11 ,3964,3128,484,20,351,655, 1310, 1479, 921, 873, 53.0, 52.5 
2020-06-25 22:34:12 ,3964,3128,484,20,351,655, 1310, 1479, 921, 997, 52.5, 52.5 
2020-06-25 22:34:13 ,3964,3128,483,20,351,654, 1310, 1479, 921, 997, 52.5, 52.5 
2020-06-25 22:34:14 ,3964,3128,484,20,351,655, 1310, 1479, 921, 997, 52.5, 52.5 
2020-06-25 22:34:15 ,3964,3128,484,20,351,655, 1310, 1479, 921, 996, 52.5, 52.5 
2020-06-25 22:34:16 ,3964,3128,483,20,351,654, 1310, 1479, 921, 997, 53.0, 52.5 
2020-06-25 22:34:17 ,3964,3128,484,20,350,655, 1310, 1479, 921, 996, 52.5, 52.5 
2020-06-25 22:34:18 ,3964,3128,484,20,350,655, 1310, 1479, 921, 996, 52.5, 53.0 
2020-06-25 22:34:19 ,3964,3127,484,20,351,655, 1310, 1479, 921, 996, 52.5, 52.5 
2020-06-25 22:34:20 ,3964,3128,484,20,351,654, 1310, 1479, 921, 997, 52.5, 52.5 
2020-06-25 22:34:22 ,3964,3128,483,20,351,654, 1310, 1479, 921, 997, 53.0, 52.5 
2020-06-25 22:34:23 ,3964,3128,483,20,351,654, 1310, 1479, 921, 996, 53.0, 53.0 
2020-06-25 22:34:24 ,3964,3128,484,20,351,655, 1310, 1479, 921, 997, 53.0, 52.5 
2020-06-25 22:34:25 ,3964,3128,484,20,351,654, 1310, 1479, 921, 997, 53.0, 53.0 
2020-06-25 22:34:26 ,3964,3130,483,19,350,654, 1310, 1479, 921, 997, 52.5, 52.5 
2020-06-25 22:34:27 ,3964,3128,484,20,350,655, 1310, 1479, 921, 996, 53.0, 53.0 
2020-06-25 22:34:28 ,3964,3128,484,20,351,655, 1310, 1479, 921, 997, 52.5, 53.0 
2020-06-25 22:34:29 ,3964,3128,484,20,351,655, 1310, 1479, 921, 877, 52.5, 52.5 
2020-06-25 22:34:30 ,3964,3129,483,20,351,654, 1310, 1479, 921, 997, 53.0, 53.0 
2020-06-25 22:34:31 ,3964,3128,483,20,351,654, 1310, 1479, 921, 997, 52.5, 53.0 
2020-06-25 22:34:32 ,3964,3128,483,20,351,654, 1310, 1479, 921, 996, 52.5, 53.0 
2020-06-25 22:34:33 ,3964,3128,483,20,351,654, 1310, 1479, 921, 997, 53.0, 53.5 
2020-06-25 22:34:34 ,3964,3130,482,20,350,653, 1310, 1479, 921, 997, 53.5, 53.0 
2020-06-25 22:34:35 ,3964,3128,484,20,351,655, 1310, 1479, 921, 996, 53.0, 53.0 
2020-06-25 22:34:37 ,3964,3129,483,20,351,654, 1310, 1479, 921, 887, 53.0, 53.0 
2020-06-25 22:34:38 ,3964,3128,484,20,351,655, 1310, 1479, 921, 997, 53.0, 53.0 
2020-06-25 22:34:39 ,3964,3128,484,20,351,655, 1310, 1479, 921, 997, 53.5, 53.0 
2020-06-25 22:34:40 ,3964,3129,483,20,351,654, 1310, 1479, 921, 996, 53.0, 53.5 
2020-06-25 22:34:41 ,3964,3128,484,20,351,655, 1310, 1479, 921, 997, 52.5, 53.5 
2020-06-25 22:34:42 ,3964,3129,483,20,350,654, 1310, 1479, 921, 997, 53.5, 53.5 
2020-06-25 22:34:43 ,3964,3128,484,20,351,655, 1310, 1479, 921, 996, 53.5, 53.0 
2020-06-25 22:34:44 ,3964,3131,481,20,351,652, 1310, 1479, 921, 997, 53.5, 53.5 
2020-06-25 22:34:45 ,3964,3128,484,20,351,655, 1310, 1479, 921, 997, 53.5, 53.5 
2020-06-25 22:34:46 ,3964,3129,483,20,351,654, 1310, 1479, 921, 997, 54.0, 53.5 
2020-06-25 22:34:47 ,3964,3128,484,20,351,655, 1310, 1479, 921, 997, 53.0, 53.5 
2020-06-25 22:34:48 ,3964,3129,483,20,351,654, 1310, 1479, 921, 996, 53.5, 53.5 
2020-06-25 22:34:49 ,3964,3129,484,20,351,655, 1310, 1479, 921, 997, 53.0, 53.5 
2020-06-25 22:34:50 ,3964,3129,484,20,350,655, 1310, 1479, 921, 906, 53.0, 53.5 
2020-06-25 22:34:52 ,3964,3129,484,19,350,655, 1310, 1479, 921, 997, 54.0, 53.5 
2020-06-25 22:34:53 ,3964,3125,488,19,350,659, 1310, 1479, 921, 996, 53.5, 54.0 
2020-06-25 22:34:54 ,3964,3124,488,20,351,659, 1310, 1479, 921, 722, 54.0, 53.5 
2020-06-25 22:34:55 ,3964,3124,489,19,350,660, 1310, 1479, 921, 997, 54.0, 53.5 
2020-06-25 22:34:56 ,3964,3129,483,20,351,654, 1310, 1479, 921, 997, 54.0, 53.5 
2020-06-25 22:34:57 ,3964,3129,483,20,351,654, 1310, 1479, 921, 995, 54.0, 54.0 
2020-06-25 22:34:58 ,3964,3129,483,20,351,654, 1310, 1479, 921, 997, 54.0, 53.5 
2020-06-25 22:34:59 ,3964,3128,484,20,351,655, 1310, 1479, 921, 997, 54.0, 53.5 
2020-06-25 22:35:00 ,3964,3128,484,20,350,655, 1310, 1479, 921, 996, 54.0, 54.0 
2020-06-25 22:35:01 ,3964,3129,483,20,350,654, 1310, 1479, 921, 997, 53.5, 54.0 
2020-06-25 22:35:02 ,3964,3130,482,20,351,653, 1310, 1479, 921, 873, 53.5, 53.5 
2020-06-25 22:35:03 ,3964,3128,484,20,351,655, 1310, 1479, 921, 997, 53.5, 53.5 
2020-06-25 22:35:04 ,3964,3128,484,20,351,655, 1310, 1479, 921, 997, 53.5, 53.5 
2020-06-25 22:35:05 ,3964,3129,483,20,351,654, 1310, 1479, 921, 996, 54.0, 54.5 
2020-06-25 22:35:07 ,3964,3129,483,20,351,654, 1310, 1479, 921, 997, 54.0, 53.5 
2020-06-25 22:35:08 ,3964,3129,482,20,351,653, 1310, 1479, 921, 996, 54.0, 54.0 
2020-06-25 22:35:09 ,3964,3129,484,20,350,655, 1310, 1479, 921, 996, 54.0, 54.0 
2020-06-25 22:35:10 ,3964,3128,483,20,351,654, 1310, 1479, 921, 996, 54.0, 54.0 
2020-06-25 22:35:11 ,3964,3129,483,20,351,654, 1310, 1479, 921, 997, 54.0, 53.5 
2020-06-25 22:35:12 ,3964,3128,484,20,351,655, 1310, 1479, 921, 997, 54.0, 54.0 
2020-06-25 22:35:13 ,3964,3128,484,20,351,655, 1310, 1479, 921, 997, 54.0, 54.0 
2020-06-25 22:35:14 ,3964,3128,483,20,351,654, 1310, 1479, 921, 996, 53.5, 54.0 
2020-06-25 22:35:15 ,3964,3130,481,20,351,652, 1310, 1479, 921, 997, 54.5, 54.0 
2020-06-25 22:35:16 ,3964,3129,483,20,351,654, 1310, 1479, 921, 996, 54.0, 54.5 
2020-06-25 22:35:17 ,3964,3129,483,20,351,654, 1310, 1479, 921, 997, 54.0, 54.0 
2020-06-25 22:35:18 ,3964,3128,483,20,351,654, 1310, 1479, 921, 997, 54.0, 54.0 
2020-06-25 22:35:19 ,3964,3129,483,20,351,654, 1310, 1479, 921, 997, 54.5, 54.5 
2020-06-25 22:35:20 ,3964,3129,483,20,351,654, 1310, 1479, 921, 996, 54.0, 54.5 
2020-06-25 22:35:22 ,3964,3129,483,20,351,654, 1310, 1479, 921, 996, 54.0, 54.5 
2020-06-25 22:35:23 ,3964,3128,484,20,351,655, 1310, 1479, 921, 997, 54.0, 54.0 
2020-06-25 22:35:24 ,3964,3128,484,20,351,655, 1310, 1479, 921, 996, 54.0, 54.5 
2020-06-25 22:35:25 ,3964,3130,483,20,351,654, 1310, 1479, 921, 996, 54.0, 54.5 
2020-06-25 22:35:26 ,3964,3128,484,20,351,655, 1310, 1479, 921, 892, 54.0, 54.5 
2020-06-25 22:35:27 ,3964,3130,482,20,351,653, 1310, 1479, 921, 997, 54.5, 54.5 
2020-06-25 22:35:28 ,3964,3128,483,20,351,654, 1310, 1479, 921, 997, 54.5, 54.5 
2020-06-25 22:35:29 ,3964,3130,481,20,351,652, 1310, 1479, 921, 997, 54.5, 54.5 
2020-06-25 22:35:30 ,3964,3129,483,20,351,654, 1310, 1479, 921, 997, 54.5, 54.5 
2020-06-25 22:35:31 ,3964,3129,483,19,350,654, 1310, 1479, 921, 997, 54.5, 54.5 
2020-06-25 22:35:32 ,3964,3129,484,19,350,655, 1310, 1479, 921, 997, 54.0, 54.5 
2020-06-25 22:35:33 ,3964,3129,482,20,351,653, 1310, 1479, 921, 997, 54.5, 54.5 
2020-06-25 22:35:34 ,3964,3129,483,20,351,654, 1310, 1326, 921, 997, 54.5, 54.5 
2020-06-25 22:35:36 ,3964,3128,484,20,351,655, 1310, 1479, 921, 997, 54.0, 54.5 
2020-06-25 22:35:37 ,3964,3129,484,20,350,655, 1310, 1479, 921, 996, 55.0, 54.5 
2020-06-25 22:35:38 ,3964,3124,488,20,350,659, 1310, 1479, 921, 257, 55.0, 54.5 
2020-06-25 22:35:39 ,3964,3124,489,19,350,660, 1310, 1479, 921, 997, 55.5, 55.0 
2020-06-25 22:35:40 ,3964,3124,489,19,350,660, 1310, 1479, 921, 997, 54.5, 54.5 
2020-06-25 22:35:41 ,3964,3129,483,20,351,654, 1310, 1479, 921, 996, 55.0, 54.5 
2020-06-25 22:35:42 ,3964,3128,484,20,351,655, 1310, 1479, 921, 997, 54.5, 54.5 
2020-06-25 22:35:43 ,3964,3129,482,20,351,653, 1310, 1479, 921, 997, 55.0, 54.5 
2020-06-25 22:35:44 ,3964,3128,484,20,350,655, 1310, 1479, 921, 997, 55.0, 54.5 
2020-06-25 22:35:45 ,3964,3128,484,20,351,655, 1310, 1479, 921, 996, 54.5, 54.5 
2020-06-25 22:35:46 ,3964,3128,484,20,351,655, 1310, 1479, 921, 887, 55.0, 55.0 
2020-06-25 22:35:47 ,3964,3129,483,20,351,654, 1310, 1479, 921, 997, 54.5, 54.5 
2020-06-25 22:35:48 ,3964,3128,483,20,351,654, 1310, 1479, 921, 996, 55.0, 54.5 
2020-06-25 22:35:49 ,3964,3127,484,20,351,656, 1310, 1479, 921, 997, 54.5, 54.5 
2020-06-25 22:35:50 ,3964,3129,483,20,351,654, 1310, 1479, 921, 997, 55.0, 54.5 
2020-06-25 22:35:52 ,3964,3129,483,20,351,654, 1310, 1479, 921, 997, 55.5, 55.0 
2020-06-25 22:35:53 ,3964,3129,483,20,351,655, 1310, 1479, 921, 997, 55.0, 55.0 
2020-06-25 22:35:54 ,3964,3128,484,20,351,655, 1310, 1479, 921, 857, 55.5, 54.5 
2020-06-25 22:35:55 ,3964,3128,484,20,351,655, 1310, 1479, 921, 997, 55.5, 55.0 
2020-06-25 22:35:56 ,3964,3128,484,20,351,655, 1310, 1479, 921, 997, 55.5, 55.0 
2020-06-25 22:35:57 ,3964,3129,483,20,351,654, 1310, 1479, 921, 996, 55.5, 55.0 
2020-06-25 22:35:58 ,3964,3129,483,20,351,654, 1310, 1479, 921, 997, 55.5, 55.0 
2020-06-25 22:35:59 ,3964,3129,484,20,351,655, 1310, 1479, 921, 997, 56.0, 55.0 
2020-06-25 22:36:00 ,3964,3129,483,20,351,654, 1310, 1479, 921, 997, 55.5, 55.5 
2020-06-25 22:36:01 ,3964,3129,483,20,351,654, 1310, 1479, 921, 996, 55.0, 55.0 
2020-06-25 22:36:02 ,3964,3129,483,20,351,654, 1310, 1479, 921, 997, 55.5, 55.0 
2020-06-25 22:36:03 ,3964,3128,483,20,351,655, 1310, 1479, 921, 997, 55.5, 55.5 
2020-06-25 22:36:04 ,3964,3128,484,20,351,655, 1310, 1479, 921, 997, 55.0, 55.0 
2020-06-25 22:36:06 ,3964,3129,482,20,351,654, 1310, 1479, 921, 996, 55.5, 55.5 
2020-06-25 22:36:07 ,3964,3128,483,20,351,655, 1310, 1479, 921, 997, 55.5, 55.5 
2020-06-25 22:36:08 ,3964,3130,483,20,351,654, 1310, 1479, 921, 996, 56.0, 55.5 
2020-06-25 22:36:09 ,3964,3128,484,20,351,655, 1310, 1479, 921, 996, 55.0, 55.0 
2020-06-25 22:36:10 ,3964,3130,481,20,351,652, 1310, 1479, 921, 996, 56.0, 55.5 
2020-06-25 22:36:11 ,3964,3128,484,20,351,655, 1310, 1479, 921, 940, 56.0, 55.0 
2020-06-25 22:36:12 ,3964,3129,482,20,351,654, 1310, 1479, 921, 997, 55.5, 55.5 
2020-06-25 22:36:13 ,3964,3128,484,20,351,655, 1310, 1479, 921, 997, 55.5, 55.5 
2020-06-25 22:36:14 ,3964,3130,482,20,351,653, 1310, 1479, 921, 996, 56.0, 55.5 
2020-06-25 22:36:15 ,3964,3128,483,20,351,655, 1310, 1479, 921, 997, 55.5, 55.0 
2020-06-25 22:36:16 ,3964,3128,483,20,351,654, 1310, 1479, 921, 996, 56.0, 55.5 
2020-06-25 22:36:17 ,3964,3128,484,20,351,655, 1310, 1479, 921, 997, 56.0, 55.0 
2020-06-25 22:36:18 ,3964,3128,483,20,351,654, 1310, 1479, 921, 900, 55.5, 55.5 
2020-06-25 22:36:19 ,3964,3131,481,20,351,652, 1310, 1479, 921, 997, 55.5, 55.5 
2020-06-25 22:36:21 ,3964,3128,483,20,351,654, 1310, 1428, 921, 997, 55.5, 55.5 
2020-06-25 22:36:22 ,3964,3129,483,20,351,654, 1310, 1479, 921, 996, 56.0, 55.5 
2020-06-25 22:36:23 ,3964,3123,489,20,351,660, 1310, 1479, 921, 997, 56.0, 56.0 
2020-06-25 22:36:24 ,3964,3125,487,20,351,658, 1310, 1479, 921, 996, 56.0, 56.0 
2020-06-25 22:36:25 ,3964,3124,489,19,350,660, 1310, 1479, 921, 996, 56.0, 56.0 
2020-06-25 22:36:26 ,3964,3128,483,20,351,654, 1310, 1479, 921, 997, 55.0, 55.5 
2020-06-25 22:36:27 ,3964,3129,483,20,351,654, 1310, 1479, 921, 997, 56.0, 56.0 
2020-06-25 22:36:28 ,3964,3129,483,20,351,654, 1310, 1479, 921, 996, 55.5, 55.5 
2020-06-25 22:36:29 ,3964,3128,483,20,351,655, 1310, 1479, 921, 997, 55.5, 55.5 
2020-06-25 22:36:30 ,3964,3128,484,20,351,655, 1310, 1479, 921, 997, 55.5, 55.0 
2020-06-25 22:36:31 ,3964,3128,483,20,351,654, 1310, 1479, 921, 996, 56.0, 55.5 
2020-06-25 22:36:32 ,3964,3129,483,20,351,654, 1310, 1479, 921, 997, 56.0, 55.5 
2020-06-25 22:36:33 ,3964,3129,483,20,351,654, 1310, 1479, 921, 997, 56.0, 55.5 
2020-06-25 22:36:34 ,3964,3128,484,20,351,656, 1310, 1479, 921, 997, 56.5, 56.0 
2020-06-25 22:36:36 ,3964,3128,484,20,351,656, 1310, 1479, 921, 996, 56.0, 55.5 
2020-06-25 22:36:37 ,3964,3128,483,20,351,654, 1310, 1479, 921, 969, 55.5, 55.5 
2020-06-25 22:36:38 ,3964,3128,483,20,351,654, 1310, 1479, 921, 997, 56.0, 56.0 
2020-06-25 22:36:39 ,3964,3130,482,20,351,653, 1310, 1479, 921, 996, 56.0, 56.0 
2020-06-25 22:36:40 ,3964,3128,484,20,351,655, 1310, 1479, 921, 996, 56.0, 56.0 
2020-06-25 22:36:41 ,3964,3129,482,20,351,654, 1310, 1479, 921, 997, 56.0, 56.0 
2020-06-25 22:36:42 ,3964,3129,483,20,351,654, 1310, 1479, 921, 997, 56.0, 55.5 
2020-06-25 22:36:43 ,3964,3129,483,20,351,654, 1310, 1479, 921, 996, 56.5, 56.0 
2020-06-25 22:36:44 ,3964,3128,484,20,351,655, 1310, 1479, 921, 908, 56.0, 56.0 
2020-06-25 22:36:45 ,3964,3128,484,20,351,655, 1310, 1479, 921, 997, 56.5, 56.0 
2020-06-25 22:36:46 ,3964,3129,483,20,351,654, 1310, 1479, 921, 997, 56.0, 56.0 
2020-06-25 22:36:47 ,3964,3128,484,20,351,655, 1310, 1479, 921, 996, 55.5, 56.0 
2020-06-25 22:36:48 ,3964,3128,484,20,351,655, 1310, 1479, 921, 997, 56.5, 56.5 
2020-06-25 22:36:49 ,3964,3128,484,20,351,656, 1310, 1479, 921, 996, 56.0, 56.0 
2020-06-25 22:36:51 ,3964,3130,482,20,351,653, 1310, 1479, 921, 997, 57.0, 56.5 
2020-06-25 22:36:52 ,3964,3128,484,20,351,655, 1310, 1479, 921, 996, 56.0, 56.0 
2020-06-25 22:36:53 ,3964,3129,483,20,351,654, 1310, 1479, 921, 997, 56.5, 56.0 
2020-06-25 22:36:54 ,3964,3128,483,20,351,655, 1310, 1479, 921, 997, 56.5, 56.0 
2020-06-25 22:36:55 ,3964,3129,483,20,351,654, 1310, 1479, 921, 997, 56.5, 56.5 
2020-06-25 22:36:56 ,3964,3129,483,20,351,654, 1310, 1479, 921, 996, 56.0, 56.0 
2020-06-25 22:36:57 ,3964,3128,483,20,351,655, 1310, 1479, 921, 997, 56.5, 56.0 
2020-06-25 22:36:58 ,3964,3129,483,20,351,655, 1310, 1479, 921, 997, 56.5, 56.5 
2020-06-25 22:36:59 ,3964,3128,484,20,351,655, 1310, 1479, 921, 996, 56.5, 56.0 
2020-06-25 22:37:00 ,3964,3129,482,20,351,654, 1310, 1479, 921, 997, 56.5, 56.0 
2020-06-25 22:37:01 ,3964,3128,484,20,351,655, 1310, 1479, 921, 997, 56.0, 56.0 
2020-06-25 22:37:02 ,3964,3129,483,20,351,654, 1310, 1479, 921, 997, 56.5, 56.5 
2020-06-25 22:37:03 ,3964,3128,484,20,351,655, 1310, 1479, 921, 997, 56.5, 56.5 
2020-06-25 22:37:04 ,3964,3130,482,20,351,653, 1310, 1479, 921, 996, 57.0, 56.5 
2020-06-25 22:37:06 ,3964,3128,483,20,351,655, 1310, 1479, 921, 997, 56.5, 56.0 
2020-06-25 22:37:07 ,3964,3129,484,20,351,655, 1310, 1479, 921, 997, 57.0, 57.0 
2020-06-25 22:37:08 ,3964,3123,489,19,350,661, 1310, 1479, 921, 997, 57.0, 56.5 
2020-06-25 22:37:09 ,3964,3125,487,19,351,659, 1310, 1479, 921, 997, 57.0, 56.5 
2020-06-25 22:37:10 ,3964,3123,489,19,351,660, 1310, 1479, 921, 997, 57.0, 56.5 
2020-06-25 22:37:11 ,3964,3128,485,19,350,656, 1310, 1479, 921, 996, 57.0, 56.5 
2020-06-25 22:37:12 ,3964,3127,485,20,351,656, 1310, 1479, 921, 997, 56.5, 56.0 
2020-06-25 22:37:13 ,3964,3128,484,20,351,655, 1310, 1479, 921, 901, 56.5, 56.5 
2020-06-25 22:37:14 ,3964,3129,482,20,351,654, 1310, 1479, 921, 997, 56.5, 56.5 
2020-06-25 22:37:15 ,3964,3129,483,20,351,654, 1310, 1479, 921, 997, 56.5, 56.5 
2020-06-25 22:37:16 ,3964,3129,483,20,351,654, 1310, 1479, 921, 997, 57.0, 56.5 
2020-06-25 22:37:17 ,3964,3128,483,20,351,654, 1310, 1479, 921, 997, 57.0, 56.5 
2020-06-25 22:37:18 ,3964,3129,483,20,351,654, 1310, 1479, 921, 996, 57.5, 57.0 
2020-06-25 22:37:20 ,3964,3128,484,20,351,655, 1310, 1479, 921, 996, 56.5, 56.5 
2020-06-25 22:37:21 ,3964,3129,483,20,351,654, 1310, 1479, 921, 996, 57.0, 56.5 
2020-06-25 22:37:22 ,3964,3128,484,20,351,655, 1310, 1479, 921, 997, 56.5, 56.5 
2020-06-25 22:37:23 ,3964,3128,483,20,351,655, 1310, 1479, 921, 997, 57.0, 56.5 
2020-06-25 22:37:24 ,3964,3128,483,20,351,655, 1310, 1479, 921, 997, 56.5, 57.0 
2020-06-25 22:37:25 ,3964,3128,483,20,351,655, 1310, 1479, 921, 996, 56.5, 56.5 
2020-06-25 22:37:26 ,3964,3128,484,20,351,655, 1310, 1479, 921, 997, 57.0, 56.5 
2020-06-25 22:37:27 ,3964,3130,482,20,351,654, 1310, 1479, 921, 997, 57.5, 57.0 
2020-06-25 22:37:28 ,3964,3130,482,20,351,653, 1310, 1479, 921, 996, 57.5, 56.5 
2020-06-25 22:37:29 ,3964,3129,483,20,351,655, 1310, 1428, 921, 997, 56.5, 56.5 
2020-06-25 22:37:30 ,3964,3129,482,20,351,654, 1310, 1479, 921, 996, 57.0, 56.5 
2020-06-25 22:37:31 ,3964,3128,484,20,351,655, 1310, 1479, 921, 997, 57.0, 56.5 
2020-06-25 22:37:32 ,3964,3129,482,20,351,653, 1310, 1479, 921, 997, 57.0, 56.5 
2020-06-25 22:37:34 ,3964,3128,483,20,351,655, 1310, 1479, 921, 997, 56.5, 56.5 
2020-06-25 22:37:35 ,3964,3128,484,20,351,655, 1310, 1479, 921, 997, 57.0, 56.5 
2020-06-25 22:37:36 ,3964,3128,484,20,351,655, 1310, 1479, 921, 996, 57.5, 57.0 
2020-06-25 22:37:37 ,3964,3129,483,20,351,654, 1310, 1479, 921, 997, 57.5, 56.5 
2020-06-25 22:37:38 ,3964,3129,483,20,351,654, 1310, 1479, 921, 851, 57.0, 57.0 
2020-06-25 22:37:39 ,3964,3127,485,20,351,656, 1310, 1479, 921, 997, 57.0, 56.5 
2020-06-25 22:37:40 ,3964,3129,482,20,351,654, 1310, 1479, 921, 997, 57.5, 57.0 
2020-06-25 22:37:41 ,3964,3130,482,20,351,653, 1310, 1479, 921, 996, 57.5, 57.0 
2020-06-25 22:37:42 ,3964,3129,483,20,351,654, 1310, 1479, 921, 996, 57.0, 57.0 
2020-06-25 22:37:43 ,3964,3128,484,20,351,655, 1310, 1479, 921, 997, 57.5, 57.0 
2020-06-25 22:37:44 ,3964,3128,484,20,351,656, 1310, 1479, 921, 997, 57.5, 57.0 
2020-06-25 22:37:45 ,3964,3128,484,20,351,655, 1310, 1479, 921, 996, 57.0, 57.0 
2020-06-25 22:37:46 ,3964,3129,483,20,351,654, 1310, 1479, 921, 997, 57.5, 56.5 
2020-06-25 22:37:47 ,3964,3128,483,20,351,654, 1310, 1479, 921, 997, 57.5, 56.5 
2020-06-25 22:37:49 ,3964,3128,484,20,351,655, 1310, 1479, 921, 996, 57.0, 57.0 
2020-06-25 22:37:50 ,3964,3130,482,20,351,653, 1310, 1479, 921, 997, 57.5, 57.0 
2020-06-25 22:37:51 ,3964,3129,482,20,351,654, 1310, 1479, 921, 997, 57.0, 57.0 
2020-06-25 22:37:52 ,3964,3128,484,19,351,655, 1310, 1479, 921, 996, 57.5, 57.0 
2020-06-25 22:37:53 ,3964,3123,489,20,351,660, 1310, 1479, 921, 958, 57.5, 57.0 
2020-06-25 22:37:54 ,3964,3124,488,20,351,660, 1310, 1479, 921, 996, 57.5, 57.5 
2020-06-25 22:37:55 ,3964,3124,488,20,351,659, 1310, 1479, 921, 997, 58.0, 57.0 
2020-06-25 22:37:56 ,3964,3120,493,18,350,664, 1310, 1479, 921, 996, 57.5, 57.5 
2020-06-25 22:37:57 ,3964,3126,486,20,351,658, 1310, 1479, 921, 996, 58.0, 57.0 
2020-06-25 22:37:58 ,3964,3126,485,20,351,656, 1310, 1479, 921, 996, 57.5, 57.0 
2020-06-25 22:37:59 ,3964,3127,485,20,351,656, 1310, 1479, 921, 997, 57.5, 57.0 
2020-06-25 22:38:00 ,3964,3126,485,20,351,657, 1310, 1479, 921, 997, 57.0, 57.0 
2020-06-25 22:38:01 ,3964,3127,484,20,351,655, 1310, 1479, 921, 996, 57.5, 57.5 
2020-06-25 22:38:02 ,3964,3126,485,20,351,656, 1310, 1479, 921, 996, 58.0, 57.0 
2020-06-25 22:38:04 ,3964,3128,483,20,351,655, 1310, 1479, 921, 997, 58.0, 57.0 
2020-06-25 22:38:05 ,3964,3126,486,20,351,657, 1310, 1479, 921, 997, 57.5, 57.0 
